modification.type,modification.ID,design.decision,expectation.tested,motivation.for.test,source,statistical.action.or.logging.necessary,requires.statistically.motivated.action,logging.in.known.remaining.dependencies,relative.overlap.fsmall.in.flarge.sufficient,over.19.samples.applicable.for.test,mu.plus.sigma.under.20,cohens.d.over.13,resulting.modification,relevant.features,resulting.added.features,is.added.feature.kept,resulting.removed.features,feature.1.for.test,feature.2.for.test,test,f1.equals.for.test,f1.unequals.for.test,f2.equals.for.test,f2.unequals.for.test,nr.lgs.f1,nr.lgs.f2,absolute.overlap.f1.f2,relative.overlap.fsmall.in.flarge,relative.overlap.flarge.in.fsmall,samples.disregarded.insufficient.lgs.applicable,samples.assessed,mean.d1.across.tested.samples,sd.d1.across.tested.samples,mean.plus.sd.d1.across.tested.samples,mean.d2.across.tested.samples,sd.d2.across.tested.samples,mean.plus.sd.d2.across.tested.samples,mean.baseline.1,mean.baseline.2,d1.baseline1.cohensd,d2.baseline2.cohensd,maximum.sum,minimum.cohensd,minimum.sum,maximum.cohensd
statistical,S-SAP-09-O,,"IF phonologically bound reflexive/reciprocal marker on the verb, THEN SAP-indexing on the verb","Reflexive/reciprocal markers are a form of indexing the A and P roles, so we expect a language with reflexive/reciprocal markers to index SAP in other ways",,this test involves a feature that is modified due to statistical conditioning; the corresponding test with the conditioned feature is performed also,yes,yes,yes,yes,yes,yes,NA,"GB852drm, GB625m",NA,NA,NA,GB852drm,GB625m,THEN,1,0,1,0,2014,2350,1960,0.9731876862,0.8340425532,0,500,0.12,0.03,0.15,,,,0.16,,1.8,,0.15,1.8,0.15,1.8
statistical,S-SAP-10,,"IF SAP-indexing, THEN TAM-indexing","Greenberg 1963, U30",greenberg1963some,"yes, modification",yes,yes,yes,yes,yes,yes,statistically motivated conditioning (conservative),"GB625m, GB777drm",GB625mC,yes,GB625m,GB625m,GB777drm,THEN,1,0,1,0,2350,2232,2170,0.9722222222,0.9234042553,0,500,0.03,0.01,0.04,,,,0.06,,2.1,,0.04,2.1,0.04,2.1
statistical,S-SAP-11,,"IF variations in marking strategies of core participants based on TAM distinctions, THEN morphological TAM-marking","For variation strategies to vary on account of TAM distinctions, TAM distinctions need to exist, of which morphological TAM-marking is the best proxy for",,"yes, modification",yes,yes,yes,yes,yes,yes,statistically motivated conditioning (conservative),"GB095, GB777drm",GB095C,yes,GB095,GB095,GB777drm,THEN,1,0,1,0,2040,2232,1927,0.9446078431,0.8633512545,0,500,0,0,0,,,,0.06,,3.2,,0,3.2,0,3.2
statistical,S-SAP-12-C,,"IF variations in marking strategies of core participants based on verb classes, THEN SAP-indexing via affixes (if morphological TAM present)",,,"yes, modification",yes,yes,yes,yes,yes,yes,statistically motivated conditioning (conservative),"GB096, GB625mC",GB096C,yes,GB096,GB096,GB625mC,THEN,1,0,1,0,2045,1889,1651,0.8740074113,0.8073349633,0,500,0.04,0.05,0.09,,,,0.13,,1.7,,0.09,1.7,0.09,1.7
statistical,S-SAP-12-O,,"IF variations in marking strategies of core participants based on verb classes, THEN SAP-indexing via affixes","Changes in position we assume are rare, while changes by morphological marking are driving the variations based on verb class distinctions. We therefore assume variations in marking are typically associated with SAP marking",,this test involves a feature that is modified due to statistical conditioning; the corresponding test with the conditioned feature is performed also,yes,yes,yes,yes,yes,yes,NA,"GB096, GB625m",NA,NA,NA,GB096,GB625m,THEN,1,0,1,0,2045,2350,2028,0.9916870416,0.8629787234,0,500,0.06,0.05,0.11,,,,0.16,,2,,0.11,2,0.11,2
statistical,S-SAP-13-C,,"IF variations in marking strategies of core participants based on person distinctions, THEN SAP-indexing via affixes (if morphological TAM present)",,,"yes, modification",yes,yes,yes,yes,yes,yes,statistically motivated conditioning (conservative),"GB098, GB625mC",GB098C,yes,GB098,GB098,GB625mC,THEN,1,0,1,0,2057,1889,1659,0.8782424563,0.8065143413,0,500,0.02,0.03,0.05,,,,0.13,,3.1,,0.05,3.1,0.05,3.1
statistical,S-SAP-13-O,,"IF variations in marking strategies of core participants based on person distinctions, THEN SAP-indexing via affixes","Changes in position we assume are rare, while changes by morphological marking are driving the variations based on person distinctions. We therefore assume variations in marking are typically associated with SAP marking",,this test involves a feature that is modified due to statistical conditioning; the corresponding test with the conditioned feature is performed also,yes,yes,yes,yes,yes,yes,NA,"GB098, GB625m",NA,NA,NA,GB098,GB625m,THEN,1,0,1,0,2057,2350,2038,0.9907632474,0.8672340426,0,500,0.06,0.04,0.1,,,,0.16,,2.8,,0.1,2.8,0.1,2.8
statistical,S-SAP-14-C,,"IF inverse morphologically marked on verb, THEN SAP-indexing on verb (if morphological TAM present)",,,"yes, modification",yes,yes,yes,yes,yes,yes,statistically motivated conditioning (conservative),"GB149, GB625mC",GB149C,yes,GB149,GB149,GB625mC,THEN,1,0,1,0,1963,1889,1572,0.832186342,0.800815079,0,500,0,0.01,0.01,,,,0.13,,4.5,,0.01,4.5,0.01,4.5
statistical,S-SAP-14-O,,"IF inverse morphologically marked on verb, THEN SAP-indexing on verb",Inverse markers are typically used in tandem with SAP indexing and markers would typically not be analysed as inverse without person markers.,,this test involves a feature that is modified due to statistical conditioning; the corresponding test with the conditioned feature is performed also,yes,yes,yes,yes,yes,yes,statistically motivated conditioning (conservative),"GB149, GB625m",NA,NA,NA,GB149,GB625m,THEN,1,0,1,0,1963,2350,1940,0.9882832399,0.8255319149,0,500,0,0.01,0.01,,,,0.16,,5.8,,0.01,5.8,0.01,5.8
statistical,S-SAP-15,,"IF morpho-syntactic distinction between predicates expressing controlled versus uncontrolled events or states, THEN S-indexing on verb","Marking of controlled and uncontrolled events is related to indexing of a split-S system, which is almost always linked to S indexing on the verb (see S-SAP-16)",,no,no,no,yes,yes,yes,no,NA,"GB146, GB620drmc",NA,NA,NA,GB146,GB620drmc,THEN,1,0,1,0,1368,1711,980,0.716374269,0.5727644652,0,500,0.04,0.03,0.07,,,,0.04,,0.1,,0.07,0.1,0.07,0.1
statistical,S-SAP-16,,"IF there is switch reference, THEN S-indexing on the verb","Switch reference systems are typically on the verb and distinguish subjects, so we expect S-indexing on the verb as well. ",,no,no,no,yes,yes,yes,no,NA,"GB151, GB620drmc",NA,NA,NA,GB151,GB620drmc,THEN,1,0,1,0,1788,1711,1279,0.7475160725,0.7153243848,0,500,0.03,0.04,0.06,,,,0.04,,0.4,,0.06,0.4,0.06,0.4
statistical,S-SAP-17,,"IF there is verb suppletion for tense or aspect, THEN morphological TAM marking on the verb","Suppletion for tense or aspect usually correlate with a productive category of verbal TAM, which implies marking on the verb.",,"yes, modification",yes,yes,yes,yes,yes,yes,statistically motivated conditioning (conservative),"GB110c, GB777drm",GB110cC,yes,GB110c,GB110c,GB777drm,THEN,1,0,1,0,1799,2232,1712,0.9516397999,0.7670250896,0,500,0.02,0.03,0.05,,,,0.06,,1.5,,0.05,1.5,0.05,1.5
statistical,S-SAP-18-C,,"IF there is switch reference, THEN pro-drop (conditioned on SAP)",,,no,no,no,yes,yes,yes,no,NA,"GB151, GB522C",NA,NA,NA,GB151,GB522C,THEN,1,0,1,0,1788,982,772,0.7861507128,0.4317673378,5,495,0.1,0.09,0.19,,,,0.15,,0.6,,0.19,0.6,0.19,0.6
statistical,S-SAP-18-O,,"IF there is switch reference, THEN pro-drop",Switch reference encodes the presence of a different subject than the previous clause; we expect this to co-occur with the absence of an overt NP referring to the argument (in which case the change in reference would be obvious),,this test involves a feature that is modified due to statistical conditioning; the corresponding test with the conditioned feature is performed also,yes,yes,yes,yes,yes,yes,NA,"GB151, GB522",NA,NA,NA,GB151,GB522,THEN,1,0,1,0,1788,1535,1206,0.7856677524,0.6744966443,4,496,0.11,0.09,0.19,,,,0.21,,1.3,,0.19,1.3,0.19,1.3
statistical,S-SUP-1-C,,"IF suppletion in give, THEN tense aspect suppletion (conditioned on T/A and morphological TAM)","We expect tense aspect suppletion to drive suppletion patterns, so suppletion in 'give' is probably of the tense aspect variety",,"yes, tendency logged in known.remaining.dependencies",no,yes,yes,yes,no,yes,tendency logged in known.remaining.dependencies,"GB300, GB110cC",NA,NA,NA,GB300,GB110cC,THEN,1,0,1,0,1292,1484,941,0.7283281734,0.634097035,0,500,0.56,0.15,0.71,,,,0.79,,1.7,,0.71,1.7,0.71,1.7
statistical,S-SUP-2-C,,"IF suppletion in see, THEN tense aspect suppletion (conditioned on T/A and morphological TAM)","We expect tense aspect suppletion to drive suppletion patterns, so suppletion in 'see' is probably of the tense aspect variety",,no,no,no,yes,yes,no,no,NA,"GB402, GB110cC",NA,NA,NA,GB402,GB110cC,THEN,1,0,1,0,1128,1484,831,0.7367021277,0.5599730458,3,497,0.53,0.25,0.78,,,,0.79,,1.1,,0.78,1.1,0.78,1.1
statistical,S-SUP-3-C,,"IF suppletion in come, THEN tense aspect suppletion (conditioned on T/A and morphological TAM)","We expect tense aspect suppletion to drive suppletion patterns, so suppletion in 'come' is probably of the tense aspect variety",,"yes, tendency logged in known.remaining.dependencies",no,yes,yes,yes,no,yes,tendency logged in known.remaining.dependencies,"GB403, GB110cC",NA,NA,NA,GB403,GB110cC,THEN,1,0,1,0,1157,1484,854,0.7381158168,0.5754716981,0,500,0.47,0.13,0.6,,,,0.79,,2.6,,0.6,2.6,0.6,2.6
statistical,S-TAM-1,,"IF direct evidence, THEN indirect evidence",,wals77,"yes, tendency logged in known.remaining.dependencies",no,yes,yes,yes,no,yes,tendency logged in known.remaining.dependencies,"GB322c, GB323c",NA,NA,NA,GB322c,GB323c,THEN,1,0,1,0,426,458,405,0.9507042254,0.884279476,0,500,0.2,0.09,0.29,,,,0.09,,2,,0.29,2,0.29,2
statistical,S-TAM-2,,"IF present tense, THEN past tense","In tense marking, the present tense is very typically the unmarked one. So if it is marked overtly, then more common tenses will be too.",,"yes, modification",yes,yes,yes,yes,yes,yes,statistically motivated conditioning (conservative),"GB082c, GB083c",GB082cC,yes,GB082c,GB082c,GB083c,THEN,1,0,1,0,1366,1394,1338,0.9795021962,0.9598278336,0,500,0.13,0.03,0.16,,,,0.16,,1.4,,0.16,1.4,0.16,1.4
statistical,S-TAM-3,,"IF past tense, THEN future tense",,velupillai2012introduction[197],"yes, tendency logged in known.remaining.dependencies",no,yes,yes,yes,no,yes,tendency logged in known.remaining.dependencies,"GB084c, GB083c",NA,NA,NA,GB083c,GB084c,THEN,1,0,1,0,1394,1391,1351,0.9712437096,0.9691535151,0,500,0.23,0.04,0.27,,,,0.19,,3.4,,0.27,3.4,0.27,3.4
statistical,S-VBL-1,,"IF there is a productive morphological pattern for deriving object noun from verb, THEN there is a productive morphological pattern for deriving agent noun from verb","Agentive derivations are more common, so we expect languages to have the more common pattern (deriving an agent) if they have the less common pattern (deriving an object)",,"yes, modification",yes,yes,yes,yes,yes,yes,statistically motivated conditioning (conservative),"GB049, GB048",GB049C,yes,GB049,GB049,GB048,THEN,1,0,1,0,1584,1656,1434,0.9053030303,0.865942029,0,500,0.14,0.05,0.19,,,,0.33,,4.3,,0.19,4.3,0.19,4.3
statistical,S-VBL-2-C,,"IF there is a productive morphological pattern for deriving object noun from verb, THEN there is a productive morphological pattern for deriving action noun from verb","Action derivations are more common, so we expect languages to have the more common pattern (deriving action) if they have the less common pattern (deriving an object)",,"yes, tendency logged in known.remaining.dependencies",no,yes,yes,yes,no,yes,tendency logged in known.remaining.dependencies,"GB049C, GB047",NA,NA,NA,GB049C,GB047,THEN,1,0,1,0,922,1655,819,0.8882863341,0.4948640483,0,500,0.19,0.06,0.25,,,,0.36,,3.2,,0.25,3.2,0.25,3.2
statistical,S-VBL-2-O,,"IF there is a productive morphological pattern for deriving object noun from verb, THEN there is a productive morphological pattern for deriving action noun from verb","Action derivations are more common, so we expect languages to have the more common pattern (deriving action) if they have the less common pattern (deriving an object)",,this test involves a feature that is modified due to statistical conditioning; the corresponding test with the conditioned feature is performed also,no,yes,yes,yes,no,yes,NA,"GB049, GB047",NA,NA,NA,GB049,GB047,THEN,1,0,1,0,1584,1655,1404,0.8863636364,0.8483383686,0,500,0.21,0.05,0.26,,,,0.36,,3.2,,0.26,3.2,0.26,3.2
statistical,S-VBL-3,,action nominalization AND agent nominalization,Action and agent nominalizations are very common. Languages with nominalization may be expected to have both strategies.,,"yes, tendency logged in known.remaining.dependencies",no,yes,yes,yes,no,yes,tendency logged in known.remaining.dependencies,"GB047, GB048",NA,NA,NA,GB047,GB048,AND,1,0,1,0,1655,1656,1433,0.8658610272,0.8653381643,0,500,0.23,0.06,0.28,0.27,0.05,0.32,0.33,0.36,2.4,2.4,0.32,2.4,0.28,2.4
statistical,S-VBL-4,,"IF 100 or less verb roots, THEN light-verb constructions","There are more than 100 event conceptualizations, and light-verb constructions create events from nouns with a light verb. We expect languages with small verb inventories to create more events using light verb constructions",,"yes, tendency logged in known.remaining.dependencies",no,yes,yes,yes,no,yes,tendency logged in known.remaining.dependencies,"GB129, GB123",NA,NA,NA,GB129,GB123,THEN,1,0,1,0,2103,1264,1159,0.9169303797,0.5511174513,0,500,0.17,0.17,0.34,,,,0.6,,2.6,,0.34,2.6,0.34,2.6
statistical,S-WOO-01-C,,"IF noun-demonstrative (corresponding states in interaction with word order of adjective and demonstrative), THEN relative clause follows noun",,,no,no,no,yes,yes,no,no,NA,"GB995F, GB327",NA,NA,NA,GB995F,GB327,THEN,"adj-noun and noun-dem, noun-adj and noun-dem","adj-noun and dem-noun, noun-adj and dem-noun",1,0,1495,1739,1204,0.8053511706,0.6923519264,0,500,0.22,0.07,0.29,,,,0.26,,0.8,,0.29,0.8,0.29,0.8
statistical,S-WOO-01-O,,"IF noun-demonstrative, THEN relative clause follows noun","Relative clause following the noun is more typical, and we expect a weak preference to align modifiers on the same side of the noun",,this test involves a feature that is modified due to statistical conditioning; the corresponding test with the conditioned feature is performed also.,no,yes,yes,yes,no,yes,NA,"GB025e, GB327",NA,NA,NA,GB025e,GB327,THEN,2,1,1,0,1987,1739,1489,0.8562392179,0.7493709109,1,499,0.14,0.07,0.21,,,,0.26,,2,,0.21,2,0.21,2
statistical,S-WOO-02a,,pragmatically unmarked constituent order verb-initial for transitive clauses OR pragmatically unmarked constituent order verb-medial for transitive clauses,Single word order in transitive clauses may be expected,,"yes, tendency logged in known.remaining.dependencies",no,yes,yes,yes,no,yes,tendency logged in known.remaining.dependencies,"GB131, GB132",NA,NA,NA,GB131,GB132,OR,1,0,1,0,2348,2325,2308,0.992688172,0.9829642249,0,500,0.45,0.08,0.53,0.26,0.06,0.32,0.65,0.8,2,6.8,0.53,2,0.32,6.8
statistical,S-WOO-02b-C,,pragmatically unmarked constituent order verb-initial for transitive clauses OR pragmatically unmarked constituent order verb-final for transitive clauses (conditioned on postpositions),,,"yes, tendency logged in known.remaining.dependencies",no,yes,yes,yes,no,yes,tendency logged in known.remaining.dependencies,"GB131, GB133C",NA,NA,NA,GB131,GB133C,OR,1,0,1,0,2348,1020,1015,0.9950980392,0.4322827939,2,498,0.45,0.2,0.65,0.05,0.03,0.08,0.16,0.8,1.4,16.5,0.65,1.4,0.08,16.5
statistical,S-WOO-02b-O,,pragmatically unmarked constituent order verb-initial for transitive clauses OR pragmatically unmarked constituent order verb-final for transitive clauses,Single word order in transitive clauses may be expected,,this test involves a feature that is modified due to statistical conditioning; the corresponding test with the conditioned feature is performed also,no,yes,yes,yes,no,no,NA,"GB131, GB133",NA,NA,NA,GB131,GB133,OR,1,0,1,0,2348,2336,2324,0.9948630137,0.9897785349,0,500,0.33,0.08,0.41,0.1,0.03,0.13,0.34,0.8,0.1,13.9,0.41,0.1,0.13,13.9
statistical,S-WOO-02c-C,,pragmatically unmarked constituent order verb-medial for transitive clauses OR pragmatically unmarked constituent order verb-final for transitive clauses (conditioned on postpositions),,,"yes, tendency logged in known.remaining.dependencies",no,yes,yes,yes,no,yes,tendency logged in known.remaining.dependencies,"GB132, GB133C",NA,NA,NA,GB132,GB133C,OR,1,0,1,0,2325,1020,1015,0.9950980392,0.4365591398,0,500,0.47,0.11,0.58,0.13,0.04,0.17,0.16,0.65,2.3,8.3,0.58,2.3,0.17,8.3
statistical,S-WOO-02c-O,,pragmatically unmarked constituent order verb-medial for transitive clauses OR pragmatically unmarked constituent order verb-final for transitive clauses,Single word order in transitive clauses may be expected,,this test involves a feature that is modified due to statistical conditioning; the corresponding test with the conditioned feature is performed also,no,yes,yes,yes,no,no,NA,"GB132, GB133",NA,NA,NA,GB132,GB133,OR,1,0,1,0,2325,2336,2306,0.991827957,0.9871575342,0,500,0.36,0.06,0.42,0.19,0.04,0.22,0.34,0.65,0.2,7.3,0.42,0.2,0.22,7.3
statistical,S-WOO-03-C,,"IF adjective-noun (corresponding states in interaction with word order of noun and demonstrative), THEN numeral-noun",,,"yes, tendency logged in known.remaining.dependencies",no,yes,yes,yes,no,yes,tendency logged in known.remaining.dependencies,"GB995F, GB024e",NA,NA,NA,GB995F,GB024e,THEN,"adj-noun and dem-noun, adj-noun and noun-dem","noun-adj and dem-noun, noun-adj and noun-dem",1,2,1495,1968,1335,0.8929765886,0.6783536585,0,500,0.3,0.06,0.36,,,,0.5,,3.8,,0.36,3.8,0.36,3.8
statistical,S-WOO-03-O,,"IF adjective-noun, THEN numeral-noun","cf Greenberg 1963, U18",greenberg1963some,this test involves a feature that is modified due to statistical conditioning; the corresponding test with the conditioned feature is performed also.,yes,yes,yes,yes,yes,yes,NA,"GB193e, GB024e",NA,NA,NA,GB193e,GB024e,THEN,1,2,1,2,1751,1968,1522,0.8692175899,0.7733739837,0,500,0.15,0.05,0.2,,,,0.5,,6.5,,0.2,6.5,0.2,6.5
statistical,S-WOO-04,,"IF adjective-noun, THEN demonstrative-noun","cf Greenberg 1963, U18",greenberg1963some,"yes, modification",yes,yes,yes,yes,yes,yes,"merging, four-state combination","GB193, GB025",GB995F,yes,"GB193e, GB025e",GB193e,GB025e,THEN,1,2,1,2,1751,1987,1495,0.8537978298,0.7523905385,0,500,0.08,0.05,0.13,,,,0.36,,5.2,,0.13,5.2,0.13,5.2
statistical,S-WOO-05-C,,"IF relative clause precedes noun, THEN adjective-noun (corresponding states in interaction with word order of noun and demonstrative)",,,"yes, modification",yes,yes,yes,yes,yes,yes,statistically motivated full removal,"GB328, GB995F",NA,NA,GB328,GB328,GB995F,THEN,1,0,"adj-noun and dem-noun, adj-noun and noun-dem","noun-adj and dem-noun, noun-adj and noun-dem",1594,1495,1121,0.7498327759,0.7032622334,0,500,0.13,0.07,0.2,,,,0.38,,3.7,,0.2,3.7,0.2,3.7
statistical,S-WOO-05-O,,"IF relative clause precedes noun, THEN adjective-noun","cf Greenberg 1963, U24",greenberg1963some,this test involves a feature that is modified due to statistical conditioning; the corresponding test with the conditioned feature is performed also.,no,yes,yes,yes,no,yes,NA,"GB328, GB193e",NA,NA,NA,GB328,GB193e,THEN,1,0,1,2,1594,1751,1270,0.7967377666,0.7252998287,0,500,0.36,0.1,0.46,,,,0.62,,3,,0.46,3,0.46,3
statistical,S-WOO-06a,,transitive clause verb-initial AND intransitive VS,,wals82,"yes, tendency logged in known.remaining.dependencies",no,yes,yes,yes,no,yes,tendency logged in known.remaining.dependencies,"GB131, GB130e",NA,NA,NA,GB131,GB130e,AND,1,0,2,1,2348,2173,2141,0.985273815,0.9118398637,0,500,0.32,0.09,0.41,0.18,0.09,0.27,0.87,0.8,6.7,7.3,0.41,6.7,0.27,7.3
statistical,S-WOO-06b,,transitive clause verb-medial OR intransitive VS,,wals82,"yes, tendency logged in known.remaining.dependencies",no,yes,yes,yes,no,yes,tendency logged in known.remaining.dependencies,"GB132, GB130e",NA,NA,NA,GB132,GB130e,OR,1,0,2,1,2325,2173,2128,0.9792913023,0.9152688172,0,500,0.07,0.04,0.12,0.17,0.09,0.26,0.87,0.65,13.2,4.7,0.26,4.7,0.12,13.2
statistical,S-WOO-06c-C,,transitive clause verb-final (conditioned on postpositions) OR intransitive VS,,,"yes, but only for one of the OR dimensions, tendency logged in known.remaining.dependencies",no,yes,yes,yes,no,no,tendency logged in known.remaining.dependencies,"GB133C, GB130e",NA,NA,NA,GB133C,GB130e,OR,1,0,2,1,1020,2173,948,0.9294117647,0.4362632306,24,476,0.01,0.01,0.02,0.16,0.22,0.38,0.87,0.16,27.3,0,0.38,0,0.02,27.3
statistical,S-WOO-06c-O,,transitive clause verb-final OR intransitive VS,,wals82,this test involves a feature that is modified due to statistical conditioning; the corresponding test with the conditioned feature is performed also.,yes,yes,yes,yes,yes,yes,NA,"GB133, GB130e",NA,NA,NA,GB133,GB130e,OR,1,0,2,1,2336,2173,2130,0.9802116889,0.9118150685,0,500,0.02,0.01,0.03,0.1,0.06,0.16,0.87,0.34,26,3,0.16,3,0.03,26
statistical,S-WOO-07,,"IF relative clause precedes noun, THEN postpositions",cf Greenberg 1963,greenberg1963some,"yes, modification",yes,yes,yes,yes,yes,yes,statistically motivated full removal,"GB328, GB075c",NA,NA,GB328,GB328,GB075c,THEN,1,0,1,0,1594,1956,1327,0.8324968632,0.6784253579,0,500,0.13,0.06,0.19,,,,0.22,,1.7,,0.19,1.7,0.19,1.7
statistical,S-WOO-08-C,,"IF pragmatically unmarked constituent order verb-initial for transitive clauses, THEN noun-adjective (corresponding states in interaction with word order of noun and demonstrative)",,,no,no,no,yes,yes,no,no,NA,"GB131, GB995F",NA,NA,NA,GB131,GB995F,THEN,1,0,"noun-adj and dem-noun, noun-adj and noun-dem","adj-noun and dem-noun, adj-noun and noun-dem",2348,1495,1446,0.9672240803,0.6158432709,45,455,0.6,0.13,0.73,,,,0.62,,0.2,,0.73,0.2,0.73,0.2
statistical,S-WOO-08-O,,"IF pragmatically unmarked constituent order verb-initial for transitive clauses, THEN noun-adjective","cf Greenberg 1963, U17",greenberg1963some,this test involves a feature that is modified due to statistical conditioning; the corresponding test with the conditioned feature is performed also,no,no,yes,yes,no,no,NA,"GB131, GB193e",NA,NA,NA,GB131,GB193e,THEN,1,0,2,1,2348,1751,1689,0.9645916619,0.7193356048,0,500,0.42,0.12,0.54,,,,0.38,,0.4,,0.54,0.4,0.54,0.4
statistical,S-WOO-09,,"IF pragmatically unmarked constituent order verb-initial for transitive clauses, THEN prepositions","cf Greenberg 1963, U3",greenberg1963some,"yes, tendency logged in known.remaining.dependencies",no,yes,yes,yes,no,yes,tendency logged in known.remaining.dependencies,"GB131, GB074c",NA,NA,NA,GB131,GB074c,THEN,1,0,1,0,2348,2010,1939,0.9646766169,0.8258091993,0,500,0.28,0.1,0.38,,,,0.62,,3.6,,0.38,3.6,0.38,3.6
statistical,S-WOO-10,,"IF pragmatically unmarked constituent order verb-final for transitive clauses, THEN postpositions","cf Greenberg 1963, U4",greenberg1963some,"yes, modification",yes,yes,yes,yes,yes,yes,statistically motivated conditioning (conservative),"GB133, GB075c",GB133C,yes,GB133,GB133,GB075c,THEN,1,0,1,0,2336,1956,1883,0.9626789366,0.8060787671,0,500,0.04,0.02,0.07,,,,0.22,,5.4,,0.07,5.4,0.07,5.4
statistical,S-WOO-11-C,,"IF pragmatically unmarked constituent order verb-initial for transitive clauses, THEN pragmatically unmarked constituent order NOT verb-final for transitive clauses (conditioned on postpositions)",,,"yes, tendency logged in known.remaining.dependencies",no,yes,yes,yes,no,yes,tendency logged in known.remaining.dependencies,"GB131, GB133C",NA,NA,NA,GB131,GB133C,THEN,1,0,0,1,2348,1020,1015,0.9950980392,0.4322827939,2,498,0.45,0.2,0.65,,,,0.84,,2.1,,0.65,2.1,0.65,2.1
statistical,S-WOO-11-O,,"IF pragmatically unmarked constituent order verb-initial for transitive clauses, THEN pragmatically unmarked constituent order NOT verb-final for transitive clauses","cf Greenberg 1963, U6",greenberg1963some,this test involves a feature that is modified due to statistical conditioning; the corresponding test with the conditioned feature is performed also.,no,yes,yes,yes,no,yes,NA,"GB131, GB133",NA,NA,NA,GB131,GB133,THEN,1,0,0,1,2348,2336,2324,0.9948630137,0.9897785349,0,500,0.33,0.08,0.41,,,,0.66,,4.7,,0.41,4.7,0.41,4.7
statistical,S-WOO-12,,"IF polar interrogative initial, THEN prepositions","cf Greenberg 1963, U9",greenberg1963some,"yes, tendency logged in known.remaining.dependencies",no,yes,yes,yes,no,yes,tendency logged in known.remaining.dependencies,"GB262c, GB074c",NA,NA,NA,GB262c,GB074c,THEN,1,0,1,0,998,2010,864,0.8657314629,0.4298507463,0,500,0.41,0.13,0.54,,,,0.62,,1.6,,0.54,1.6,0.54,1.6
statistical,S-WOO-13,,"IF polar interrogative final, THEN postpositions","cf Greenberg 1963, U9",greenberg1963some,no,no,no,yes,yes,no,no,NA,"GB263c, GB075c",NA,NA,NA,GB263c,GB075c,THEN,1,0,1,0,1010,1956,857,0.8485148515,0.4381390593,0,500,0.21,0.07,0.28,,,,0.22,,0.3,,0.28,0.3,0.28,0.3
statistical,S-WOO-14,,"IF pragmatically unmarked constituent order verb-initial for transitive clauses, THEN standard negation clause-initial","According to WALS 143, non-bound negation tends to be overwhelmingly preverbal",wals143,"yes, tendency logged in known.remaining.dependencies",no,yes,yes,yes,no,yes,tendency logged in known.remaining.dependencies,"GB131, GB138",NA,NA,NA,GB131,GB138,THEN,1,0,1,0,2348,2211,2138,0.9669832655,0.9105621806,0,500,0.18,0.08,0.25,,,,0.55,,4.9,,0.25,4.9,0.25,4.9
statistical,S-WOO-AGR-1,,"IF noun-adjective, THEN agreement of adjective with noun","cf Greenberg 1963, U40",greenberg1963some,no,no,no,yes,yes,no,no,NA,"GB193e, GB567drm",NA,NA,NA,GB193e,GB567drm,THEN,2,1,1,0,1751,1941,1538,0.8783552256,0.7923750644,0,500,0.52,0.07,0.58,,,,0.54,,0.5,,0.58,0.5,0.58,0.5
statistical,S-WOO-SAP-1-C,,"IF pragmatically unmarked constituent order verb-final for transitive clauses (conditioned on postpositions), THEN SAP-case",,,no,no,no,yes,yes,no,no,NA,"GB133C, GB888drmcC",NA,NA,NA,GB133C,GB888drmcC,THEN,1,0,1,0,1020,1221,654,0.6411764706,0.5356265356,0,500,0.21,0.05,0.26,,,,0.24,,0.7,,0.26,0.7,0.26,0.7
statistical,S-WOO-SAP-1-O,,"IF pragmatically unmarked constituent order verb-final for transitive clauses, THEN SAP-case","cf Greenberg 1963, U41",greenberg1963some,this test involves a feature that is modified due to statistical conditioning; the corresponding test with the conditioned feature is performed also,no,no,yes,yes,no,no,NA,"GB133, GB888drmc",NA,NA,NA,GB133,GB888drmc,THEN,1,0,1,0,2336,1480,1419,0.9587837838,0.6074486301,0,500,0.18,0.04,0.22,,,,0.21,,1.2,,0.22,1.2,0.22,1.2
